9;"Joseph Rickert";"R/Medicine Conference";"
    
    
    
    
    
      
        
          
      
    
    We are less than one month away from the R/Medicine conference! Tickets are still available to connect with the R users who are advancing the way we think about human health.
The goal of the R/Medicine conference is to promote the use of the R programming environment and the R ecosystem in medical research and clinical practice. In addition to showcasing novel tools, algorithms and methods for analyzing medical and clinical data, we hope the conference will provide a forum for collaboration within the community.
    Read more →
  "
9;"Hadley Wickham";"rstudio::conf(2019) diversity scholarships";"
    
    
    
    
    
      
    
    rstudio::conf(2019) continues our tradition of diversity scholarships, and this year we’re doubling the program (again!) to 38 recipients:
 32 domestic diversity scholarships available to anyone living in the US or Canada who is a member of a group that is under-represented at rstudio::conf.
 6 international scholarships available to residents of Africa, South or Central America, or Mexico.
  Both groups will receive complementary conference and workshop registration, and funds for travel and accommodation (up to $1000 for domestic candidates and $3000 for international).
    Read more →
  "
9;"Roger Oberg";"What they forgot to teach you about R";"
    
    
    
    
    
      
    
    Join Jenny Bryan and Jim Hester of RStudio for this two-day hands-on workshop designed for experienced R and RStudio users who want to (re)design their R lifestyle! If you’d missed this sold out course at rstudio::conf 2018 now is your chance.
Register here: https://www.rstudio.com/workshops/what-they-forgot-to-teach-you-about-r/
In this workshop you’ll learn holistic workflows that address the most common sources of friction in data analysis. We’ll work on project-oriented workflows, version control for data science (Git/GitHub!
    Read more →
  "
9;"Roger Oberg";"rstudio::conf 2019 is open for registration!";"
    
    
    
    
    
      
        
          
      
    
    rstudio::conf, the conference for all things R and RStudio, will take place January 17 and 18, 2019 (Thursday and Friday) in Austin, Texas. It will be preceded by Training Days on January 15 and 16 (Tuesday and Wednesday). Early Bird registration is now open!

Conference: Thursday January 17 - Friday January 18, 2019
Join host and RStudio Chief Scientist Hadley Wickham along with keynote speakers David Robinson, Chief Data Scientist at DataCamp; Felienne Herman, assistant Professor at Delft University of Technology, founder of Infotron, teacher of Lego Mindstorm, co-founder of the Joy of Programming conference and a host of Software Engineering Radio; and Joe Cheng, RStudio CTO and creator of Shiny and RPubs, to explore the state of the art and future of data science.
    Read more →
  "
9;"Yihui Xie";"Announcing the 1st Bookdown Contest";"
    
    
    
    
    
      
        
          
      
    
    Since the release of the bookdown package in 2016, there have been a large number of books written and published with bookdown. Currently there are about 200 books (including tutorials and notes) listed on bookdown.org alone! We have also heard about other applications of bookdown based on custom templates (e.g., dissertations).
As popular as bookdown is becoming, especially with teachers, researchers, and students, we know it can take a lot of time to tailor bookdown to meet the special typesetting requirements of your institution or publisher.
    Read more →
  "
9;"Sean Lopp";"RStudio Connect 1.6.6 - Custom Emails";"
    
    
    
    
    
      
        
          
      
    
    We are excited to announce RStudio Connect 1.6.6! This release caps a series of improvements to RStudio Connect’s ability to deliver your work to others.
Custom Email The most significant change in RStudio Connect 1.6.6 is the new ability for publishers to customize the emails sent to others when they update their data products. In RStudio Connect, it is already possible to schedule the execution of R Markdown documents and send emails to subscribers notifying them of new versions of content.
    Read more →
  "
10;"RStudio Team";"RStudio v0.98 Preview (Debugging Tools and More)";"
    
    
    
    
    
      
        
          
      
    
    We’re very pleased to announce that a preview release of RStudio IDE v0.98 is available for download now. Major highlights of the new release include debugging tools, many improvements to environment/workspace browsing, and a new way to create HTML5 presentations using R Markdown. As usual there are also many small improvements and bug fixes. We’ll talk about some of the more interesting new features below, otherwise check out the release notes for full details.
    Read more →
  "
10;"Hadley Wickham";"The RStudio CRAN mirror";"
    
    
    
    
    
      
    
    RStudio maintains its own CRAN mirror, http://cran.rstudio.com. The server itself is a virtual machine run by Amazon’s EC2 service, and it syncs with the main CRAN mirror in Austria once per day. When you contact http://cran.rstudio.com, however, you’re probably not talking to our CRAN mirror directly. That’s because we use Amazon CloudFront, a content delivery network, which automatically distributes the content to locations all over the world. When you try to download a package from the Rstudio cloud mirror, it’ll be retrieved from a local CloudFront cache instead of the CRAN mirror itself.
    Read more →
  "
10;"Hadley Wickham";"Version 1.2 of devtools released";"
    
    
    
    
    
      
    
    We’re very pleased to announce the release of devtools 1.2. This version continues to make working with packages easier by increasing installation speed (skipping the build step unless local = FALSE), enhancing vignette handling (to support the non-Sweave vignettes available in R 3.0.0), and providing better default compiler flags for C and C++ code.
Also new in this release is the sha argument to source_url and source_gist. If provided, this checks that the file you download is what your expected, and is an important safety feature when running scripts over the web.
    Read more →
  "
10;"Winston Chang";"Shiny 0.4.0 now available";"
    
    
    
    
    
      
    
    Shiny version 0.4.0 is now available on CRAN. The most visible change is that the API has been slightly simplified. Your existing code will continue to work, although Shiny will print messages about how to migrate your code. Migration should be straightforward, as described below. It will take a bit of work to switch to the new API, but we think it’s worth it in the long run, because the new interface is somewhat simpler, and because it offers a better mapping between function names and reactive programming concepts.
    Read more →
  "
10;"Winston Chang";"Shiny 0.3.0 released";"
    
    
    
    
    
      
    
    Version 0.3.0 of Shiny is now available on CRAN. This version of Shiny has several new features and bug fixes. Some of the changes are under the hood: for example, Shiny now uses a more efficient algorithm for scheduling the execution of reactive functions. There are also some user-facing changes: for example, the new runGitHub() function lets you download and run applications directly from a GitHub repository.
We’ve updated the tutorial page with documentation about these and other features.
    Read more →
  "
10;"Hadley Wickham";"Version 1.0 of devtools released!";"
    
    
    
    
    
      
    
    We’re very pleased to announce the release of devtools 1.0. We’ve given devtools the 1.0 marker because it now works with the vast majority of packages in the wild, with this version adding support for S4 and Rcpp. Devtools also has completely revamped code for finding Rtools on windows, including much better error messages if something is wrong with your setup. In celebration of reaching 1.0, devtools now has it’s own webpage, which provides a bit more information about why you might want to use it.
    Read more →
  "
10;"Joe Cheng";"Shiny Server now available";"
    
    
    
    
    
      
    
    Shiny makes it easy to develop interactive web applications that run on your own machine. But by itself, it isn’t designed to make your applications available to all comers over the internet (or intranet). You can’t run more than one Shiny application on the same port, and if your R process crashes or exits for any reason, your service becomes unavailable.
Our solution is Shiny Server, the application server for Shiny.
    Read more →
  "
10;"Winston Chang";"ggplot2 0.9.3 and plyr 1.8 have been released!";"
    
    
    
    
    
      
    
    We’re pleased to announce new versions of ggplot2 (0.9.3) and plyr (1.8). To get up and running with the new versions, start a clean R session without ggplot2 or plyr loaded, and run install.packages(c(""ggplot2"", ""gtable"", ""scales"", ""plyr"")). Read on to find out what’s new.
ggplot2 0.9.3 Most of the changes version 0.9.3 are bug fixes. Perhaps the most visible change is that ggplot will now print out warning messages when you use stat=""bin"" and also map a variable to y.
    Read more →
  "
10;"Joe Cheng";"An update on Shiny";"
    
    
    
    
    
      
    
    Last month we released Shiny, our new R package for creating interactive web applications. The response from the community has been extremely encouraging–we’ve received a lot of great feedback that has helped us to make significant improvements to the framework already!
Shiny 0.2.3 on CRAN Starting with Shiny 0.2.3, you can install the latest stable version of Shiny directly from CRAN. Since the initial release, we’ve added some interesting features to Shiny, most notably the ability to offer on-the-fly file downloads.
    Read more →
  "
10;"RStudio Team";"RStudio and Rcpp";"
    
    
    
    
    
      
        
          
      
    
    Earlier this month a new version of the Rcpp package by Dirk Eddelbuettel and Romain François was released to CRAN and today we’re excited to announce a new version of RStudio that integrates tightly with Rcpp.
First though more about some exciting new features in Rcpp 0.10.1. This release includes Rcpp attributes, which are simple annotations that you add to C++ source files to streamline calling C++ from R. This makes it possible to write C++ functions and simply source them into R just as you’d source an R script.
    Read more →
  "
11;"Yihui Xie";"The Revamped bookdown.org Website";"
    
    
    
    
    
      
        
          
      
    
    Since we announced the bookdown package in 2016, there have been a large number of books, reports, notes, and tutorials written with this package and published to https://bookdown.org. We were excited to see that! At the same time, however, maintaining the list of books on bookdown.org has become more and more difficult because I must update the list manually to filter out books that are only skeletons or not built with bookdown (such as slides).
    Read more →
  "
11;"Yihui Xie";"Announcing the R Markdown Book";"
    
    
    
    
    
      
        
          
      
    
    It is exciting for us to see the amazing growth of the R Markdown ecosystem over the four years since the creation of R Markdown in 2014. Now you can author many types of documents, and build a wide range of applications based on R Markdown. As an effort to unite and improve the documentation of the R Markdown base package (rmarkdown) and several other extensions (such as bookdown, blogdown, pkgdown, flexdashboard, tufte, xaringan, rticles, and learnr) in one place, we authored a book titled “R Markdown: The Definitive Guide”, which is to be published by Chapman & Hall/CRC in about two weeks.
    Read more →
  "
11;"Jeff Allen";"RStudio Connect v1.6.4.2 - Security Update";"
    
    
    
    
    
      
    
    A security vulnerability in a third-party library used by RStudio Connect was uncovered during a security audit last week. We have confirmed that this vulnerability has not been used against any of the RStudio Connect instances we host, and are unaware of it being exploited on any customer deployments. Under certain conditions, this vulnerability could compromise the session of a user that was tricked into visiting a specially crafted URL. The issue affects all versions of RStudio Connect up to and including 1.
    Read more →
  "
11;"Joe Cheng";"Shiny 1.1.0: Scaling Shiny with async";"
    
    
    
    
    
      
        
          
      
    
    This is a significant release for Shiny, with a major new feature that was nearly a year in the making: support for asynchronous operations!
Without this capability, when Shiny performs long-running calculations or tasks on behalf of one user, it stalls progress for all other Shiny users that are connected to the same process. Therefore, Shiny apps that feature long-running calculations or tasks have generally been deployed using many R processes, each serving a small number of users; this works, but is not the most efficient approach.
    Read more →
  "
11;"Cole Arendt";"RStudio Connect v1.6.4";"
    
    
    
    
    
      
        
          
      
    
    RStudio Connect version 1.6.4 is now available!
There are a few breaking changes and a handful of new features that are highlighted below. We encourage you to upgrade as soon as possible!
Breaking Please take note of important breaking changes before upgrading.
Pandoc 2 RStudio Connect includes Pandoc 1 and will now also include Pandoc 2. Admins do not need to install either.
If you have deployed content with rmarkdown version 1.
    Read more →
  "
11;"Roger Oberg";"Applied Machine Learning Workshop";"
    
    
    
    
    
      
    
    Join Max Kuhn of RStudio for his popular Applied Machine Learning Workshop in Washington D.C.! If you’d missed his sold out course at rstudio::conf 2018 now is your chance.
Register here: https://www.rstudio.com/workshops/applied-machine-learning/
This two-day course will provide an overview of using R for supervised learning. The session will step through the process of building, visualizing, testing, and comparing models that are focused on prediction. The goal of the course is to provide a thorough workflow in R that can be used with many different regression or classification techniques.
    Read more →
  "
11;"Kevin Kuo";"sparklyr 0.8: Production pipelines and graphs";"
    
    
    
    
    
      
        
          
      
    
    We’re pleased to announce that sparklyr 0.8 is now available on CRAN! Sparklyr provides an R interface to Apache Spark. It supports dplyr syntax for working with Spark DataFrames and exposes the full range of machine learning algorithms available in Spark ML. You can also learn more about Apache Spark and sparklyr at spark.rstudio.com and the sparklyr webinar series. In this version, we added support for Spark 2.3, Livy 0.
    Read more →
  "
11;"Becky Bajan";"Enterprise Advocate";"
    
    
    
    
    
      
        
          
      
    
    We are looking for our next Enterprise Advocate to join the RStudio team. See what Pete Knast, Global Director of New Business, has to say about working at RStudio and the Enterprise Advocate role.
When did you join RStudio and what made you interested in working here?
I joined in early 2014. I was excited by RStudio since I love helping people and being an open source company RStudio seemed like a great way to reach a lot of people and get to assist with numerous interesting use cases.
    Read more →
  "
11;"Barret Schloerke";"leaflet 2.0.0";"
    
    
    
    
    
      
    
    leaflet 2.0.0 is now on CRAN!
The leaflet R package wraps the Leaflet.js JavaScript library, and this release of the R package marks a major upgrade from the outdated Leaflet.js 0.7.x to the current Leaflet.js 1.x (specifically, 1.3.1).
Leaflet.js 1.x includes some non-backward-compatible API changes versus 0.7.x. If you’re using only R code to create your Leaflet maps, these changes should not affect you. If you are using custom JavaScript, some changes may be required to your code.
    Read more →
  "
11;"Cole Arendt";"RStudio Connect v1.6.2";"
    
    
    
    
    
      
        
          
      
    
    RStudio Connect version 1.6.2 is now available!
There are a handful of new features that are highlighted below. We encourage you to upgrade as soon as possible!
Recommend Building R from Source If you have installed R using apt-get, yum, or some other package manager, we recommend that you install R from source instead. This protects you from application breakages when the system version of R is upgraded. We have updated our documentation to reflect these best practices concerning R administration for use with Connect.
    Read more →
  "
12;"Hadley Wickham";"Introducing dplyr";"
    
    
    
    
    
      
    
    dplyr is a new package which provides a set of tools for efficiently manipulating datasets in R. dplyr is the next iteration of plyr, focussing on only data frames. dplyr is faster, has a more consistent API and should be easier to use. There are three key ideas that underlie dplyr:
 Your time is important, so Romain Francois has written the key pieces in Rcpp to provide blazing fast performance.
    Read more →
  "
12;"Hadley Wickham";"roxygen2 3.0.0";"
    
    
    
    
    
      
    
    We’re pleased to announce a new version of roxygen2. The biggest news is that you can painlessly document your S4 classes, S4 methods and RC classes with roxygen2 - you can safely remove workarounds that used @alias and @usage, and simply rely on roxygen2 to do the right thing. Roxygen2 is also much smarter when it comes to S3: you can remove existing uses of @method, and can replace @S3method with @export.
    Read more →
  "
12;"RStudio Team";"New Version of RStudio (v0.98)";"
    
    
    
    
    
      
        
          
      
    
    We’re pleased to announce that the final version of RStudio v0.98 is available for download now. Highlights of the new release include:
 An interactive debugger for R that is tightly integrated with base R debugging tools (browser, recover, etc.)
 Numerous improvements to the Workspace pane (which is now called the Environment pane).
 R Presentations for easy authoring of HTML5 presentations that include R code, output, and graphics.
    Read more →
  "
12;"RStudio Team";"Shiny Server 0.4";"
    
    
    
    
    
      
    
    Today, we’re excited to announce the release of Shiny Server version 0.4 as well as the availability of a beta version of Shiny Server Professional Edition.
Shiny Server is a platform for hosting Shiny Applications over the Web and has undergone substantial work in the past few months. We have fixed many bugs, added stability enhancements, and have created pre-built installers for Ubuntu 12.04 (and later) and RedHat/CentOS 5 and 6.
    Read more →
  "
12;"Hadley Wickham";"Upcoming courses: Dec 2013";"
    
    
    
    
    
      
    
    We’re pleased to announce two upcoming in-person training opportunities:
 Advanced R programming. SF, Dec 16-17.Learn the most important topics from advanced R programming in person. One day one, you’ll learn about metaprograming, functional programming and object oriented programming in R, as well general best practices for programming. Taught by Hadley Wickham, RStudio’s Chief Scientist.
 Public workshop. Boston, Jan 27-28.In this two-day workshop, you’ll get a comprehensive introduction to R, and you’ll be visualising, manipulating and modeling data in no time.
    Read more →
  "
12;"Hadley Wickham";"devtools 1.4 now available";"
    
    
    
    
    
      
    
    We’re very pleased to announce the release of devtools 1.4. This version brings many improvements to package installation, including automated vignette building, and a better way of referring to repos on github, install_github(""hadley/devtools""). There are also many other bug fixes and minor improvements; to see them all, please read the release notes file on github.
    Read more →
  "
12;"Joe Cheng";"Shiny 0.8.0 released; Yihui Xie joins RStudio";"
    
    
    
    
    
      
        
          
      
    
    We’re very pleased to announce Shiny 0.8.0 (which actually went up on CRAN about two weeks ago). This release features a vastly better way to display tabular data, and new debugging tools that make it much easier to fix errors in your app.
DataTables support We now support much more attractive and powerful displays of tabular data using the popular DataTables library. Our DataTables integration features pagination, searching/filtering, sorting, and more.
    Read more →
  "
12;"Jonathan McPherson";"Announcing Packrat";"
    
    
    
    
    
      
    
    We’re excited to announce Packrat, a new tool for managing the packages your R project depends on.
If you’ve ever been frustrated by package dependencies, whether juggling the packages needed by your own projects or getting someone else’s project to work, Packrat is for you. Similar in spirit to Bundler, Packrat understands package dependencies and manages them inside a private, project-specific library.
Packrat makes your project more isolated, portable, and reproducible.
    Read more →
  "
12;"RStudio Team";"RStudio OS X Mavericks Issues Resolved";"
    
    
    
    
    
      
    
    When OS X Mavericks was released last month we were very disappointed to discover a compatibility issue between Qt (our cross-platform user interface toolkit) and OS X Mavericks that resulted in extremely poor graphics performance.
We now have an updated preview version of RStudio for OS X (v0.98.475) that not only overcomes these issues, but also improves editor, scrolling, and layout performance across the board on OS X (more details below if you are curious):
    Read more →
  "
12;"RStudio Team";"RStudio and OS X 10.9 Mavericks";"
    
    
    
    
    
      
    
    UPDATE: RStudio OS X Mavericks Issues Resolved
This post is now out of date (see link above for information on getting a version of RStudio that works with OS X Mavericks).
Today Apple released OS X 10.9 “Mavericks”. If you are a Mac user and considering updating to the new OS there are some RStudio compatibility issues to consider before you update.
As a result of a problem between Mavericks and the user interface toolkit underlying RStudio (Qt) the RStudio IDE is very slow in painting and user interactions when running under Mavericks.
    Read more →
  "
13;"JJ Allaire";"Arrow and beyond: Collaborating on next generation tools for open source data science";"
    
    
    
    
    
      
    
    Two years ago, Wes McKinney and Hadley Wickham got together to discuss some of the systems challenges facing the Python and R communities. Data science teams inevitably work with multiple languages and systems, so it’s critical that data flow seamlessly and efficiently between these environments. Wes and Hadley wanted to explore opportunities to collaborate on tools for improving interoperability between Python, R, and external compute and storage systems. This discussion led to the creation of the feather file format, a very fast on-disk format for storing data frames that can be read and written to by multiple languages.
    Read more →
  "
13;"Becky Bajan";"Summer Interns";"
    
    
    
    
    
      
    
    We were thrilled by the response to our summer internship program. After carefully reviewing over 250 applications, we have made our final selections. Here is a brief description of each intern and the projects they will be working on this summer.
Fanny Chow, bootstrapping methods Fanny is a master’s student working with Max Kuhn this summer. Previously she studied Statistics and International Relations at UC Davis. She is particularly interested in privacy and interpretability in machine learning.
    Read more →
  "
13;"Sean Lopp";"RStudio Connect 1.6.0  -  A Year in the Making!";"
    
    
    
    
    
      
    
    We’re pleased to announce RStudio Connect 1.6.0. Connect 1.6.0 caps a year of significant updates and we encourage all customers to upgrade.
 New Content Types Plumber APIs
RStudio Connect introduces support for deploying Plumber APIs, allowing any R function to be served as an HTTP RESTful service. API support makes it easy to integrate R into external systems. Connect handles scaling and securing published APIs.
TensorFlow Serving
The new TensorFlow R bindings enable R users to tap into the powerful TensorFlow library.
    Read more →
  "
13;"Joe Cheng";"Shiny Server (Pro) 1.5.7";"
    
    
    
    
    
      
    
    Shiny Server 1.5.7.907 and Shiny Server Pro 1.5.7.954 are now available.
Highlights for this release are a major-version Node upgrade, support for HTTP gzip/deflate compression and (optionally) secure cookies, and numerous bug fixes. We’ve also dropped support for some Linux distro versions that have reached their end of life.
Shiny Server 1.5.7.907  Upgrade to Node v8.10.0.
 Dropped support for Ubuntu 12.04 and SLES 11.
 Support gzip/deflate compression for HTTP responses.
    Read more →
  "
13;"Roger Oberg";"Building tidy tools workshop";"
    
    
    
    
    
      
    
    Join RStudio Chief Data Scientist Hadley Wickham for his popular Building tidy tools workshop in San Francisco! If you’d missed the sold out course at rstudio::conf 2018 now is your chance.
Register here: https://www.rstudio.com/workshops/extending-the-tidyverse/
You should take this class if you have some experience programming in R and you want to learn how to tackle larger scale problems. You’ll get the most if you’re already familiar with the basics of functions (i.
    Read more →
  "
13;"Yihui Xie";"DT 0.4: Editing Tables, Smart Filtering, and More";"
    
    
    
    
    
      
        
          
      
    
    It has been more than two years since we announced the initial version of the DT package. Today we want to highlight a few significant changes and new features in the recent releases v0.3 and v0.4. The full changes can be found in the release notes.
Editable tables Now you can make a table editable through the new argument datatable(..., editable = TRUE). Then you will be able to edit a cell by double-clicking on it.
    Read more →
  "
13;"JJ Allaire";"reticulate: R interface to Python";"
    
    
    
    
    
      
        
          
      
    
    We are pleased to announce the reticulate package, a comprehensive set of tools for interoperability between Python and R. The package includes facilities for:
 Calling Python from R in a variety of ways including R Markdown, sourcing Python scripts, importing Python modules, and using Python interactively within an R session.
 Translation between R and Python objects (for example, between R and Pandas data frames, or between R matrices and NumPy arrays).
    Read more →
  "
13;"Amanda Gadrow";"Platform Deprecation Strategy";"
    
    
    
    
    
      
    
    In an effort to streamline product development, maintenance, and support to ensure the best experience for our users, we have created a strategy for operating system and browser deprecation. This will allow us to focus our work on modern platforms, and to encourage best practices in R development.
This policy applies to all of our products and packages, and has been posted to the website here. This strategy is included in our Support Agreement, the full text of which can be found here.
    Read more →
  "
13;"Sean Lopp";"RStudio Connect v1.5.14";"
    
    
    
    
    
      
        
          
      
    
    RStudio Connect v1.5.14 is now available! This release includes support for secure environment variables, customizing email subject lines, and beta support for serving TensorFlow models.
This release introduces beta support for SuSE and will be the last version of RStudio Connect to support Ubuntu 12.04 and Internet Explorer 10. Contact sales@rstudio.com for more information on supported platforms.
Secure Environment Variables Environment variables for executable content can be configured in the RStudio Connect Dashboard.
    Read more →
  "
13;"Hadley Wickham";"Summer interns";"
    
    
    
    
    
      
    
    We are excited to announce the first formal summer internship program at RStudio. The goal of our internship program is to enable RStudio employees to collaborate with current students (broadly construed: if you think of yourself as a student you quality) to create impactful and useful applications that will help both RStudio users and the broader R community, and help ensure that the community of R developers is representative of the community of R users.
    Read more →
  "
14;"Hadley Wickham";"devtools 1.5";"
    
    
    
    
    
      
    
    devtools 1.5 is now available on CRAN. It includes four new functions to make it easier to add useful infrastructure to packages:
 add_test_infrastructure() will create testthat infrastructure when needed.
 add_rstudio_project() adds an Rstudio project file to your package.
 add_travis() adds a basic template for travis-ci.
 add_build_ignore() makes it easy to add files to .Rbuildignore, escaping special characters as needed.
  We’ve also bumped two dependencies: devtools now requires R 3.
    Read more →
  "
14;"Roger Oberg";"Introduction to Data Science with R, April 28-29 San Francisco";"
    
    
    
    
    
      
    
    Please join us for our popular Introduction to R course for data scientists and data analysts in San Francisco on April 28 and 29. This is a two-day workshop, designed to provide a comprehensive introduction to R that will have you analyzing and modeling data with R in no time. We will cover practical skills for visualizing, transforming, and modeling data in R. You will learn how to explore and understand data as well as how to build linear and non-linear models in R.
    Read more →
  "
14;"Joe Cheng";"New Shiny website launched; Shiny 0.9 released";"
    
    
    
    
    
      
        
          
      
    
    We’re excited to introduce to you our new website for Shiny: shiny.rstudio.com!

We’ve included articles on many Shiny-related topics, dozens of example applications, and an all-new tutorial for getting started.
Whether you’re a beginner or expert at Shiny, we hope that having these resources available in one place will help you find the information you need.
We’d also like to announce Shiny 0.9, now available on CRAN. This release includes many bug fixes and new features, including:
    Read more →
  "
14;"Hadley Wickham";"httr 0.3";"
    
    
    
    
    
      
    
    We’re very pleased to announce the release of httr 0.3. httr makes it easy to work with modern web apis so that you can work with web data almost as easily as local data. For example, this code shows how might find the most recently asked question about R on stackoverflow:
# install.packages(""httr"") library(httr) # Find the most recent R questions on stackoverflow r <- GET( ""http://api.stackexchange.com"", path = ""questions"", query = list( site = ""stackoverflow.
    Read more →
  "
14;"Hadley Wickham";"dplyr 0.1.3";"
    
    
    
    
    
      
    
    dplyr 0.1.3 is now on CRAN. It fixes an incompatibility with the latest version of Rcpp, and a number of other bugs that were causing dplyr to crash R. See the full details in the release notes.
    Read more →
  "
14;"Roger Oberg";"Announcing Shiny Server Pro general availability";"
    
    
    
    
    
      
    
    We are excited to announce the general availability of RStudio Shiny Server Pro.
Shiny Server Pro is the simplest way for data scientists and R users in the enterprise to share their work with colleagues. With Shiny Server Pro you can:
 Secure access to Shiny applications with authentication systems such as LDAP and Active Directory
 Configure a Shiny application to use more than one process
 Control the number of concurrent users per application
    Read more →
  "
14;"Hadley Wickham";"dplyr 0.1.2";"
    
    
    
    
    
      
    
    We’re pleased to announce a new minor version of dplyr. This fixes a number of bugs that crashed R, and considerably improves the functionality of select(). You can now use named arguments to rename existing variables, and use new functions starts_with(), ends_with(), contains(), matches() and num_range() to select variables based on their names. Finally, select() now makes a shallow copy, substantially reducing its memory impact. I’ve also added the summarize() alias for people from countries who don’t spell correctly ;)
    Read more →
  "
14;"Hadley Wickham";"testthat 0.8 (and 0.8.1)";"
    
    
    
    
    
      
    
    We’re pleased to announce a new major version of testthat. Version 0.8 comes with a new recommended structure for storing your tests. To better meet CRAN recommended practices, we now recommend that tests live in tests/testthat, instead of inst/tests. This makes it possible for users to choose whether or not to install tests. With this new structure, you’ll need to use test_check() instead of test_packages() in the test file (usually tests/testthat.
    Read more →
  "
14;"Hadley Wickham";"dplyr 0.1.1";"
    
    
    
    
    
      
    
    We’re pleased to announce a new minor version of dplyr. This fixes a few bugs that crashed R, adds a few minor new features (like a sort argument to tally()), and uses shallow copying in a few more places. There is one backward incompatible change: explain_tbl() has been renamed to explain. For a complete list of changes, please see the github release notice.
As always, you can install the latest version with install.
    Read more →
  "
14;"Hadley Wickham";"roxygen2 3.1.0";"
    
    
    
    
    
      
    
    We’re pleased to announce a new version of roxygen2. The biggest news is that roxygen2 now recognises reference class method docstrings and will automatically add them to the documentation. 3.1.0 also offers a number of minor improvements and bug fixes, as listed on the github release notice.
As always, you can install the latest version with install.packages(""roxygen2"").
    Read more →
  "
15;"Tareef Kawaf";"TensorFlow for R";"
    
    
    
    
    
      
        
          
      
    
    Over the past year we’ve been hard at work on creating R interfaces to TensorFlow, an open-source machine learning framework from Google. We are excited about TensorFlow for many reasons, not the least of which is its state-of-the-art infrastructure for deep learning applications.
In the 2 years since it was initially open-sourced by Google, TensorFlow has rapidly become the framework of choice for both machine learning practitioners and researchers. On Saturday, we formally announced our work on TensorFlow during J.
    Read more →
  "
15;"Kevin Kuo";"sparklyr 0.7: Spark Pipelines and Machine Learning";"
    
    
    
    
    
      
        
          
      
    
    We are excited to share that sparklyr 0.7 is now available on CRAN! Sparklyr provides an R interface to Apache Spark. It supports dplyr syntax for working with Spark DataFrames and exposes the full range of machine learning algorithms available in Spark. You can also learn more about Apache Spark and sparklyr in spark.rstudio.com and our new webinar series on Apache Spark. Features in this release:
 Adds support for ML Pipelines which provide a uniform set of high-level APIs to help create, tune, and deploy machine learning pipelines at scale.
    Read more →
  "
15;"Sean Lopp";"RStudio Connect v1.5.12";"
    
    
    
    
    
      
        
          
      
    
    We’re pleased to announce RStudio Connect 1.5.12. This release includes support for viewing historical content, per-application timeout settings, and important improvements and bug fixes.
Historical Content RStudio Connect now retains and displays historical content. By selecting the content’s history, viewers can easily navigate, compare, and email prior versions of content. Historical content is especially valuable for scheduled reports. Previously published documents, plots, and custom versions of parameterized reports are also saved.
    Read more →
  "
15;"Alan Dipert";"Shiny Server (Pro) 1.5.6";"
    
    
    
    
    
      
    
    Shiny Server 1.5.6.875 and Shiny Server Pro 1.5.6.902 are now available.
This release of Shiny Server Pro includes floating license support and Shiny Server contains a small enhancement to the way errors are displayed. We recommend upgrading at your earliest convenience.
Shiny Server 1.5.6.875  Use HTTPS for Google Fonts on error page, which resolves insecure content errors on some browser when run behind SSL. (PR #322)  Shiny Server Pro 1.
    Read more →
  "
15;"Roger Oberg";"Birds of a Feather sessions at rstudio::conf 2018 and the rstudio::conf app!";"
    
    
    
    
    
      
        
          
      
    
    RStudio appreciates the hundreds of smart, passionate, data science enthusiasts who have already registered for rstudio::conf 2018. We’re looking forward to a fantastic conference, immersing in all things R & RStudio.
If you haven’t registered yet, please do! Some workshops are now full. We are also over 90% of our registration target - with more than 2 months to go. It’s safe to say we will sell out. The sooner you are able to register, the better.
    Read more →
  "
15;"Sean Lopp";"RStudio Connect v1.5.10";"
    
    
    
    
    
      
        
          
      
    
    We’re pleased to announce version 1.5.10 of RStudio Connect and the general availability of RStudio Connect Execution Servers. Execution Servers enable horizontal scaling and high availability for all the content you develop in R. The 1.5.10 release also includes important security improvements and bug fixes.
RStudio Connect Execution Servers
Support for high availability and horizontal scaling is now generally available through RStudio Connect Execution Servers. Execution Servers enable RStudio Connect to run across a multi-node cluster.
    Read more →
  "
15;"Bárbara Borges";"pool package on CRAN";"
    
    
    
    
    
      
    
    The pool package makes it easier for Shiny developers to connect to databases. Up until now, there wasn’t a clearly good way to do this. As a Shiny app author, if you connect to a database globally (outside of the server function), your connection won’t be robust because all sessions would share that connection (which could leave most users hanging when one of them is using it, or even all of them if the connection breaks).
    Read more →
  "
15;"Hadley Wickham";"rstudio::conf(2018) program now available!";"
    
    
    
    
    
      
    
    rstudio::conf 2018, the conference on all things R and RStudio, is only a few months away. Now is the time to claim your spot or grab one of the few remaining seats at Training Days!
REGISTER NOW
Whether you’re already registered or still working on it, we’re delighted today to announce the full conference schedule, so that you can plan your days in San Diego. rstudio::conf 2017 takes place January 31-Feb 3 at the Manchester Grand Hyatt, California.
    Read more →
  "
15;"Hadley Wickham";"R-Admins Community";"
    
    
    
    
    
      
    
    Today we’re pleased to announce a new category of community.rstudio.com dedicated to R administrators: https://community.rstudio.com/c/r-admin.
There are already multiple places where you can get help with R, Shiny, the RStudio IDE, and the tidyverse. There are, however, far fewer resources for R admins: people who work with R in production, in large organizations, and in complex environments. We hope this new category will serve as a useful and friendly place to connect with fellow R admins to discuss the issues they deal with.
    Read more →
  "
